status,function,function_new,Month,APP
finished,Old oGT,oGTa,January 2021,4.0
finished,Old oGV,oGV,January 2021,2.0
applied,oGE,oGTa,January 2021,0.0
remote,iGE,iGTa,January 2021,0.0
applied,oGV,oGV,January 2021,411.0
applied,oGTa,oGTa,January 2021,195.0
remote,Old iGT,iGTa,January 2021,0.0
applied,oGTe,oGTe,January 2021,24.0
o,oGV,oGV,January 2021,1.0
o,oGT Old,oGTa,January 2021,0.0
o,oGE,oGTa,January 2021,0.0
o,oGV,oGV,January 2021,194.0
o,oGTa,oGTa,January 2021,96.0
o,oGTe,oGTe,January 2021,19.0
i,iGV,iGV,January 2021,0.0
i,iGT Old,iGTa,January 2021,0.0
i,iGE,iGTa,January 2021,0.0
i,iGV,iGV,January 2021,6.0
i,iGTa,iGTa,January 2021,5.0
i,iGTe,iGTe,January 2021,2.0
total,Total,Total,January 2021,1856.0
total,Total,Total,January 2021,376.0
accepted,Total,Total,January 2021,260.0
total,Total,Total,January 2021,79.0
total,Total,Total,January 2021,20.0
realized,Total,Total,January 2021,1.0
total,Total,Total,January 2021,22.0
total,Total,Total,January 2021,9.0
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
,,,January 2021,
realized,Old iGT,iGTa,February 2021,0.0
realized,Old iGV,iGV,February 2021,0.0
realized,iGTa,iGTa,February 2021,6.0
realized,iGV,iGV,February 2021,0.0
realized,iGTe,iGTe,February 2021,3.0
an,oGTe,oGTe,February 2021,0.0
an,oGTa,oGTa,February 2021,12.0
an,oGV,oGV,February 2021,178.0
realized,iGE,iGTa,February 2021,0.0
an,iGV,iGV,February 2021,274.0
an,iGE,iGTa,February 2021,1.0
an,iGTa,iGTa,February 2021,14.0
an,iGTe,iGTe,February 2021,10.0
an,Old iGT,iGTa,February 2021,0.0
approved,Old iGV,iGV,February 2021,0.0
an,Old iGV,iGV,February 2021,15.0
finished,iGTa,iGTa,February 2021,2.0
finished,iGV,iGV,February 2021,0.0
finished,iGTe,iGTe,February 2021,1.0
realized,oGTe,oGTe,February 2021,0.0
realized,oGTa,oGTa,February 2021,3.0
realized,oGV,oGV,February 2021,2.0
realized,oGE,oGTa,February 2021,0.0
realized,Old oGT,oGTa,February 2021,1.0
realized,Old oGV,oGV,February 2021,0.0
an,oGE,oGTa,February 2021,0.0
approved,Old oGT,oGTa,February 2021,0.0
approved,Old oGV,oGV,February 2021,1.0
an,Old oGT,oGTa,February 2021,0.0
approved,oGV,oGV,February 2021,80.0
an,Old oGV,oGV,February 2021,1.0
approved,oGE,oGTa,February 2021,0.0
completed,Old iGV,iGV,February 2021,0.0
applied,Old oGV,oGV,February 2021,3.0
completed,iGTa,iGTa,February 2021,0.0
completed,iGTe,iGTe,February 2021,1.0
completed,oGE,oGTa,February 2021,0.0
approved,oGTe,oGTe,February 2021,0.0
completed,iGV,iGV,February 2021,0.0
completed,oGV,oGV,February 2021,1.0
approved,oGTa,oGTa,February 2021,7.0
completed,oGTa,oGTa,February 2021,1.0
completed,oGTe,oGTe,February 2021,0.0
completed,iGE,iGTa,February 2021,0.0
completed,Old iGT,iGTa,February 2021,2.0
completed,Old oGV,oGV,February 2021,0.0
completed,Old oGT,oGTa,February 2021,0.0
finished,iGE,iGTa,February 2021,1.0
applied,iGTa,iGTa,February 2021,243.0
applied,iGTe,iGTe,February 2021,610.0
finished,Old iGT,iGTa,February 2021,25.0
finished,Old iGV,iGV,February 2021,1.0
approved,Old iGT,iGTa,February 2021,0.0
applied,iGE,iGTa,February 2021,0.0
approved,iGE,iGTa,February 2021,0.0
applied,iGV,iGV,February 2021,672.0
approved,iGV,iGV,February 2021,83.0
applied,Old iGV,iGV,February 2021,25.0
approved,iGTe,iGTe,February 2021,8.0
applied,Old iGT,iGTa,February 2021,0.0
approved,iGTa,iGTa,February 2021,10.0
remote,oGTe,oGTe,February 2021,0.0
remote,oGTa,oGTa,February 2021,0.0
remote,iGTe,iGTe,February 2021,0.0
remote,Old oGV,oGV,February 2021,0.0
remote,iGTa,iGTa,February 2021,0.0
remote,iGV,iGV,February 2021,0.0
finished,oGTe,oGTe,February 2021,0.0
remote,Old oGT,oGTa,February 2021,0.0
finished,oGTa,oGTa,February 2021,1.0
remote,oGE,oGTa,February 2021,0.0
finished,oGV,oGV,February 2021,1.0
remote,oGV,oGV,February 2021,0.0
finished,oGE,oGTa,February 2021,0.0
remote,Old iGV,iGV,February 2021,0.0
applied,Old oGT,oGTa,February 2021,0.0
finished,Old oGT,oGTa,February 2021,0.0
finished,Old oGV,oGV,February 2021,0.0
applied,oGE,oGTa,February 2021,0.0
remote,iGE,iGTa,February 2021,0.0
applied,oGV,oGV,February 2021,449.0
applied,oGTa,oGTa,February 2021,216.0
remote,Old iGT,iGTa,February 2021,0.0
applied,oGTe,oGTe,February 2021,21.0
o,oGV,oGV,February 2021,0.0
o,oGT Old,oGTa,February 2021,0.0
o,oGE,oGTa,February 2021,0.0
o,oGV,oGV,February 2021,222.0
o,oGTa,oGTa,February 2021,112.0
o,oGTe,oGTe,February 2021,19.0
i,iGV,iGV,February 2021,0.0
i,iGT Old,iGTa,February 2021,0.0
i,iGE,iGTa,February 2021,0.0
i,iGV,iGV,February 2021,11.0
i,iGTa,iGTa,February 2021,5.0
i,iGTe,iGTe,February 2021,5.0
total,Total,Total,February 2021,2239.0
total,Total,Total,February 2021,630.0
accepted,Total,Total,February 2021,505.0
total,Total,Total,February 2021,189.0
total,Total,Total,February 2021,15.0
realized,Total,Total,February 2021,0.0
total,Total,Total,February 2021,32.0
total,Total,Total,February 2021,5.0
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
,,,February 2021,
realized,Old iGT,iGTa,March 2021,0.0
realized,Old iGV,iGV,March 2021,0.0
realized,iGTa,iGTa,March 2021,11.0
realized,iGV,iGV,March 2021,0.0
realized,iGTe,iGTe,March 2021,4.0
an,oGTe,oGTe,March 2021,3.0
an,oGTa,oGTa,March 2021,14.0
an,oGV,oGV,March 2021,213.0
realized,iGE,iGTa,March 2021,0.0
an,iGV,iGV,March 2021,425.0
an,iGE,iGTa,March 2021,0.0
an,iGTa,iGTa,March 2021,11.0
an,iGTe,iGTe,March 2021,15.0
an,Old iGT,iGTa,March 2021,0.0
approved,Old iGV,iGV,March 2021,0.0
an,Old iGV,iGV,March 2021,1.0
finished,iGTa,iGTa,March 2021,2.0
finished,iGV,iGV,March 2021,0.0
finished,iGTe,iGTe,March 2021,0.0
realized,oGTe,oGTe,March 2021,0.0
realized,oGTa,oGTa,March 2021,7.0
realized,oGV,oGV,March 2021,0.0
realized,oGE,oGTa,March 2021,0.0
realized,Old oGT,oGTa,March 2021,0.0
realized,Old oGV,oGV,March 2021,0.0
an,oGE,oGTa,March 2021,0.0
approved,Old oGT,oGTa,March 2021,0.0
approved,Old oGV,oGV,March 2021,0.0
an,Old oGT,oGTa,March 2021,0.0
approved,oGV,oGV,March 2021,101.0
an,Old oGV,oGV,March 2021,0.0
approved,oGE,oGTa,March 2021,0.0
completed,Old iGV,iGV,March 2021,0.0
applied,Old oGV,oGV,March 2021,3.0
completed,iGTa,iGTa,March 2021,2.0
completed,iGTe,iGTe,March 2021,0.0
completed,oGE,oGTa,March 2021,3.0
approved,oGTe,oGTe,March 2021,1.0
completed,iGV,iGV,March 2021,0.0
completed,oGV,oGV,March 2021,1.0
approved,oGTa,oGTa,March 2021,8.0
completed,oGTa,oGTa,March 2021,1.0
completed,oGTe,oGTe,March 2021,0.0
completed,iGE,iGTa,March 2021,0.0
completed,Old iGT,iGTa,March 2021,2.0
completed,Old oGV,oGV,March 2021,1.0
completed,Old oGT,oGTa,March 2021,0.0
finished,iGE,iGTa,March 2021,0.0
applied,iGTa,iGTa,March 2021,474.0
applied,iGTe,iGTe,March 2021,642.0
finished,Old iGT,iGTa,March 2021,7.0
finished,Old iGV,iGV,March 2021,0.0
approved,Old iGT,iGTa,March 2021,0.0
applied,iGE,iGTa,March 2021,0.0
approved,iGE,iGTa,March 2021,0.0
applied,iGV,iGV,March 2021,1448.0
approved,iGV,iGV,March 2021,141.0
applied,Old iGV,iGV,March 2021,0.0
approved,iGTe,iGTe,March 2021,13.0
applied,Old iGT,iGTa,March 2021,0.0
approved,iGTa,iGTa,March 2021,11.0
remote,oGTe,oGTe,March 2021,0.0
remote,oGTa,oGTa,March 2021,1.0
remote,iGTe,iGTe,March 2021,0.0
remote,Old oGV,oGV,March 2021,0.0
remote,iGTa,iGTa,March 2021,0.0
remote,iGV,iGV,March 2021,0.0
finished,oGTe,oGTe,March 2021,0.0
remote,Old oGT,oGTa,March 2021,0.0
finished,oGTa,oGTa,March 2021,2.0
remote,oGE,oGTa,March 2021,0.0
finished,oGV,oGV,March 2021,1.0
remote,oGV,oGV,March 2021,0.0
finished,oGE,oGTa,March 2021,5.0
remote,Old iGV,iGV,March 2021,0.0
applied,Old oGT,oGTa,March 2021,0.0
finished,Old oGT,oGTa,March 2021,1.0
finished,Old oGV,oGV,March 2021,1.0
applied,oGE,oGTa,March 2021,0.0
remote,iGE,iGTa,March 2021,0.0
applied,oGV,oGV,March 2021,580.0
applied,oGTa,oGTa,March 2021,267.0
remote,Old iGT,iGTa,March 2021,0.0
applied,oGTe,oGTe,March 2021,46.0
o,oGV,oGV,March 2021,0.0
o,oGT Old,oGTa,March 2021,0.0
o,oGE,oGTa,March 2021,0.0
o,oGV,oGV,March 2021,338.0
o,oGTa,oGTa,March 2021,177.0
o,oGTe,oGTe,March 2021,45.0
i,iGV,iGV,March 2021,0.0
i,iGT Old,iGTa,March 2021,0.0
i,iGE,iGTa,March 2021,0.0
i,iGV,iGV,March 2021,21.0
i,iGTa,iGTa,March 2021,5.0
i,iGTe,iGTe,March 2021,6.0
total,Total,Total,March 2021,3460.0
total,Total,Total,March 2021,871.0
accepted,Total,Total,March 2021,682.0
total,Total,Total,March 2021,275.0
total,Total,Total,March 2021,22.0
realized,Total,Total,March 2021,1.0
total,Total,Total,March 2021,19.0
total,Total,Total,March 2021,10.0
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
,,,March 2021,
realized,Old iGT,iGTa,April 2021,0.0
realized,Old iGV,iGV,April 2021,0.0
realized,iGTa,iGTa,April 2021,7.0
realized,iGV,iGV,April 2021,18.0
realized,iGTe,iGTe,April 2021,4.0
an,oGTe,oGTe,April 2021,3.0
an,oGTa,oGTa,April 2021,13.0
an,oGV,oGV,April 2021,254.0
realized,iGE,iGTa,April 2021,0.0
an,iGV,iGV,April 2021,342.0
an,iGE,iGTa,April 2021,0.0
an,iGTa,iGTa,April 2021,7.0
an,iGTe,iGTe,April 2021,10.0
an,Old iGT,iGTa,April 2021,0.0
approved,Old iGV,iGV,April 2021,0.0
an,Old iGV,iGV,April 2021,0.0
finished,iGTa,iGTa,April 2021,1.0
finished,iGV,iGV,April 2021,0.0
finished,iGTe,iGTe,April 2021,2.0
realized,oGTe,oGTe,April 2021,0.0
realized,oGTa,oGTa,April 2021,3.0
realized,oGV,oGV,April 2021,2.0
realized,oGE,oGTa,April 2021,0.0
realized,Old oGT,oGTa,April 2021,0.0
realized,Old oGV,oGV,April 2021,0.0
an,oGE,oGTa,April 2021,0.0
approved,Old oGT,oGTa,April 2021,0.0
approved,Old oGV,oGV,April 2021,0.0
an,Old oGT,oGTa,April 2021,0.0
approved,oGV,oGV,April 2021,167.0
an,Old oGV,oGV,April 2021,0.0
approved,oGE,oGTa,April 2021,1.0
completed,Old iGV,iGV,April 2021,0.0
applied,Old oGV,oGV,April 2021,1.0
completed,iGTa,iGTa,April 2021,1.0
completed,iGTe,iGTe,April 2021,1.0
completed,oGE,oGTa,April 2021,0.0
approved,oGTe,oGTe,April 2021,1.0
completed,iGV,iGV,April 2021,0.0
completed,oGV,oGV,April 2021,1.0
approved,oGTa,oGTa,April 2021,9.0
completed,oGTa,oGTa,April 2021,1.0
completed,oGTe,oGTe,April 2021,0.0
completed,iGE,iGTa,April 2021,0.0
completed,Old iGT,iGTa,April 2021,0.0
completed,Old oGV,oGV,April 2021,0.0
completed,Old oGT,oGTa,April 2021,0.0
finished,iGE,iGTa,April 2021,0.0
applied,iGTa,iGTa,April 2021,535.0
applied,iGTe,iGTe,April 2021,520.0
finished,Old iGT,iGTa,April 2021,0.0
finished,Old iGV,iGV,April 2021,0.0
approved,Old iGT,iGTa,April 2021,0.0
applied,iGE,iGTa,April 2021,0.0
approved,iGE,iGTa,April 2021,0.0
applied,iGV,iGV,April 2021,1291.0
approved,iGV,iGV,April 2021,209.0
applied,Old iGV,iGV,April 2021,0.0
approved,iGTe,iGTe,April 2021,6.0
applied,Old iGT,iGTa,April 2021,0.0
approved,iGTa,iGTa,April 2021,5.0
remote,oGTe,oGTe,April 2021,0.0
remote,oGTa,oGTa,April 2021,0.0
remote,iGTe,iGTe,April 2021,0.0
remote,Old oGV,oGV,April 2021,0.0
remote,iGTa,iGTa,April 2021,0.0
remote,iGV,iGV,April 2021,0.0
finished,oGTe,oGTe,April 2021,0.0
remote,Old oGT,oGTa,April 2021,0.0
finished,oGTa,oGTa,April 2021,3.0
remote,oGE,oGTa,April 2021,0.0
finished,oGV,oGV,April 2021,1.0
remote,oGV,oGV,April 2021,0.0
finished,oGE,oGTa,April 2021,0.0
remote,Old iGV,iGV,April 2021,0.0
applied,Old oGT,oGTa,April 2021,0.0
finished,Old oGT,oGTa,April 2021,2.0
finished,Old oGV,oGV,April 2021,0.0
applied,oGE,oGTa,April 2021,0.0
remote,iGE,iGTa,April 2021,0.0
applied,oGV,oGV,April 2021,634.0
applied,oGTa,oGTa,April 2021,260.0
remote,Old iGT,iGTa,April 2021,0.0
applied,oGTe,oGTe,April 2021,42.0
o,oGV,oGV,April 2021,0.0
o,oGT Old,oGTa,April 2021,0.0
o,oGE,oGTa,April 2021,0.0
o,oGV,oGV,April 2021,302.0
o,oGTa,oGTa,April 2021,147.0
o,oGTe,oGTe,April 2021,25.0
i,iGV,iGV,April 2021,0.0
i,iGT Old,iGTa,April 2021,0.0
i,iGE,iGTa,April 2021,0.0
i,iGV,iGV,April 2021,11.0
i,iGTa,iGTa,April 2021,9.0
i,iGTe,iGTe,April 2021,2.0
total,Total,Total,April 2021,3283.0
total,Total,Total,April 2021,795.0
accepted,Total,Total,April 2021,629.0
total,Total,Total,April 2021,398.0
total,Total,Total,April 2021,34.0
realized,Total,Total,April 2021,0.0
total,Total,Total,April 2021,9.0
total,Total,Total,April 2021,4.0
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
,,,April 2021,
realized,Old iGT,iGTa,May 2021,0.0
realized,Old iGV,iGV,May 2021,0.0
realized,iGTa,iGTa,May 2021,4.0
realized,iGV,iGV,May 2021,17.0
realized,iGTe,iGTe,May 2021,0.0
an,oGTe,oGTe,May 2021,1.0
an,oGTa,oGTa,May 2021,12.0
an,oGV,oGV,May 2021,184.0
realized,iGE,iGTa,May 2021,0.0
an,iGV,iGV,May 2021,191.0
an,iGE,iGTa,May 2021,0.0
an,iGTa,iGTa,May 2021,24.0
an,iGTe,iGTe,May 2021,10.0
an,Old iGT,iGTa,May 2021,0.0
approved,Old iGV,iGV,May 2021,0.0
an,Old iGV,iGV,May 2021,0.0
finished,iGTa,iGTa,May 2021,2.0
finished,iGV,iGV,May 2021,12.0
finished,iGTe,iGTe,May 2021,2.0
realized,oGTe,oGTe,May 2021,0.0
realized,oGTa,oGTa,May 2021,3.0
realized,oGV,oGV,May 2021,5.0
realized,oGE,oGTa,May 2021,0.0
realized,Old oGT,oGTa,May 2021,0.0
realized,Old oGV,oGV,May 2021,0.0
an,oGE,oGTa,May 2021,0.0
approved,Old oGT,oGTa,May 2021,0.0
approved,Old oGV,oGV,May 2021,0.0
an,Old oGT,oGTa,May 2021,0.0
approved,oGV,oGV,May 2021,139.0
an,Old oGV,oGV,May 2021,0.0
approved,oGE,oGTa,May 2021,0.0
completed,Old iGV,iGV,May 2021,0.0
applied,Old oGV,oGV,May 2021,0.0
completed,iGTa,iGTa,May 2021,2.0
completed,iGTe,iGTe,May 2021,0.0
completed,oGE,oGTa,May 2021,0.0
approved,oGTe,oGTe,May 2021,0.0
completed,iGV,iGV,May 2021,9.0
completed,oGV,oGV,May 2021,1.0
approved,oGTa,oGTa,May 2021,13.0
completed,oGTa,oGTa,May 2021,1.0
completed,oGTe,oGTe,May 2021,0.0
completed,iGE,iGTa,May 2021,0.0
completed,Old iGT,iGTa,May 2021,0.0
completed,Old oGV,oGV,May 2021,0.0
completed,Old oGT,oGTa,May 2021,0.0
finished,iGE,iGTa,May 2021,0.0
applied,iGTa,iGTa,May 2021,554.0
applied,iGTe,iGTe,May 2021,688.0
finished,Old iGT,iGTa,May 2021,0.0
finished,Old iGV,iGV,May 2021,0.0
approved,Old iGT,iGTa,May 2021,0.0
applied,iGE,iGTa,May 2021,0.0
approved,iGE,iGTa,May 2021,0.0
applied,iGV,iGV,May 2021,754.0
approved,iGV,iGV,May 2021,143.0
applied,Old iGV,iGV,May 2021,0.0
approved,iGTe,iGTe,May 2021,10.0
applied,Old iGT,iGTa,May 2021,0.0
approved,iGTa,iGTa,May 2021,19.0
remote,oGTe,oGTe,May 2021,0.0
remote,oGTa,oGTa,May 2021,0.0
remote,iGTe,iGTe,May 2021,0.0
remote,Old oGV,oGV,May 2021,0.0
remote,iGTa,iGTa,May 2021,0.0
remote,iGV,iGV,May 2021,0.0
finished,oGTe,oGTe,May 2021,0.0
remote,Old oGT,oGTa,May 2021,0.0
finished,oGTa,oGTa,May 2021,1.0
remote,oGE,oGTa,May 2021,0.0
finished,oGV,oGV,May 2021,1.0
remote,oGV,oGV,May 2021,0.0
finished,oGE,oGTa,May 2021,0.0
remote,Old iGV,iGV,May 2021,0.0
applied,Old oGT,oGTa,May 2021,0.0
finished,Old oGT,oGTa,May 2021,0.0
finished,Old oGV,oGV,May 2021,0.0
applied,oGE,oGTa,May 2021,0.0
remote,iGE,iGTa,May 2021,0.0
applied,oGV,oGV,May 2021,527.0
applied,oGTa,oGTa,May 2021,268.0
remote,Old iGT,iGTa,May 2021,0.0
applied,oGTe,oGTe,May 2021,56.0
o,oGV,oGV,May 2021,0.0
o,oGT Old,oGTa,May 2021,0.0
o,oGE,oGTa,May 2021,0.0
o,oGV,oGV,May 2021,207.0
o,oGTa,oGTa,May 2021,125.0
o,oGTe,oGTe,May 2021,31.0
i,iGV,iGV,May 2021,0.0
i,iGT Old,iGTa,May 2021,0.0
i,iGE,iGTa,May 2021,0.0
i,iGV,iGV,May 2021,2.0
i,iGTa,iGTa,May 2021,9.0
i,iGTe,iGTe,May 2021,1.0
total,Total,Total,May 2021,2847.0
total,Total,Total,May 2021,510.0
accepted,Total,Total,May 2021,422.0
total,Total,Total,May 2021,324.0
total,Total,Total,May 2021,29.0
realized,Total,Total,May 2021,0.0
total,Total,Total,May 2021,18.0
total,Total,Total,May 2021,13.0
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
,,,May 2021,
realized,Old iGT,iGTa,June 2021,0.0
realized,Old iGV,iGV,June 2021,2.0
realized,iGTa,iGTa,June 2021,10.0
realized,iGV,iGV,June 2021,104.0
realized,iGTe,iGTe,June 2021,4.0
an,oGTe,oGTe,June 2021,4.0
an,oGTa,oGTa,June 2021,19.0
an,oGV,oGV,June 2021,94.0
realized,iGE,iGTa,June 2021,0.0
an,iGV,iGV,June 2021,85.0
an,iGE,iGTa,June 2021,0.0
an,iGTa,iGTa,June 2021,15.0
an,iGTe,iGTe,June 2021,19.0
an,Old iGT,iGTa,June 2021,0.0
approved,Old iGV,iGV,June 2021,0.0
an,Old iGV,iGV,June 2021,0.0
finished,iGTa,iGTa,June 2021,3.0
finished,iGV,iGV,June 2021,7.0
finished,iGTe,iGTe,June 2021,9.0
realized,oGTe,oGTe,June 2021,0.0
realized,oGTa,oGTa,June 2021,5.0
realized,oGV,oGV,June 2021,78.0
realized,oGE,oGTa,June 2021,0.0
realized,Old oGT,oGTa,June 2021,0.0
realized,Old oGV,oGV,June 2021,0.0
an,oGE,oGTa,June 2021,0.0
approved,Old oGT,oGTa,June 2021,0.0
approved,Old oGV,oGV,June 2021,0.0
an,Old oGT,oGTa,June 2021,0.0
approved,oGV,oGV,June 2021,89.0
an,Old oGV,oGV,June 2021,0.0
approved,oGE,oGTa,June 2021,0.0
completed,Old iGV,iGV,June 2021,0.0
applied,Old oGV,oGV,June 2021,0.0
completed,iGTa,iGTa,June 2021,1.0
completed,iGTe,iGTe,June 2021,3.0
completed,oGE,oGTa,June 2021,0.0
approved,oGTe,oGTe,June 2021,3.0
completed,iGV,iGV,June 2021,3.0
completed,oGV,oGV,June 2021,3.0
approved,oGTa,oGTa,June 2021,14.0
completed,oGTa,oGTa,June 2021,0.0
completed,oGTe,oGTe,June 2021,1.0
completed,iGE,iGTa,June 2021,0.0
completed,Old iGT,iGTa,June 2021,0.0
completed,Old oGV,oGV,June 2021,0.0
completed,Old oGT,oGTa,June 2021,0.0
finished,iGE,iGTa,June 2021,0.0
applied,iGTa,iGTa,June 2021,518.0
applied,iGTe,iGTe,June 2021,642.0
finished,Old iGT,iGTa,June 2021,1.0
finished,Old iGV,iGV,June 2021,0.0
approved,Old iGT,iGTa,June 2021,0.0
applied,iGE,iGTa,June 2021,0.0
approved,iGE,iGTa,June 2021,0.0
applied,iGV,iGV,June 2021,610.0
approved,iGV,iGV,June 2021,64.0
applied,Old iGV,iGV,June 2021,0.0
approved,iGTe,iGTe,June 2021,14.0
applied,Old iGT,iGTa,June 2021,0.0
approved,iGTa,iGTa,June 2021,14.0
remote,oGTe,oGTe,June 2021,0.0
remote,oGTa,oGTa,June 2021,1.0
remote,iGTe,iGTe,June 2021,0.0
remote,Old oGV,oGV,June 2021,0.0
remote,iGTa,iGTa,June 2021,0.0
remote,iGV,iGV,June 2021,0.0
finished,oGTe,oGTe,June 2021,1.0
remote,Old oGT,oGTa,June 2021,0.0
finished,oGTa,oGTa,June 2021,0.0
remote,oGE,oGTa,June 2021,0.0
finished,oGV,oGV,June 2021,3.0
remote,oGV,oGV,June 2021,0.0
finished,oGE,oGTa,June 2021,0.0
remote,Old iGV,iGV,June 2021,0.0
applied,Old oGT,oGTa,June 2021,0.0
finished,Old oGT,oGTa,June 2021,0.0
finished,Old oGV,oGV,June 2021,0.0
applied,oGE,oGTa,June 2021,0.0
remote,iGE,iGTa,June 2021,0.0
applied,oGV,oGV,June 2021,243.0
applied,oGTa,oGTa,June 2021,174.0
remote,Old iGT,iGTa,June 2021,0.0
applied,oGTe,oGTe,June 2021,27.0
o,oGV,oGV,June 2021,0.0
o,oGT Old,oGTa,June 2021,0.0
o,oGE,oGTa,June 2021,0.0
o,oGV,oGV,June 2021,90.0
o,oGTa,oGTa,June 2021,77.0
o,oGTe,oGTe,June 2021,15.0
i,iGV,iGV,June 2021,0.0
i,iGT Old,iGTa,June 2021,0.0
i,iGE,iGTa,June 2021,0.0
i,iGV,iGV,June 2021,14.0
i,iGTa,iGTa,June 2021,4.0
i,iGTe,iGTe,June 2021,5.0
